id,customer,ordered_at,store_id,subtotal,tax_paid,order_total,status
7e632566-5441-4697-b516-782fdfe4f76d,14cf5ae6-46f6-4727-8b31-099c771e67e7,2016-09-01T07:56:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,700,42,742,completed
90d4622e-ecc7-4c5b-9e1a-0f885c5a7585,9f0be1ee-2d27-495e-b63e-6ef23b4f8f40,2016-09-01T07:57:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424,completed
9b374609-b335-4a0b-a62e-4b2656f7034f,b028022d-60ff-416a-9106-f3e73dac72d2,2016-09-01T08:14:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636,completed
1d70ba85-01c4-4e1a-ab3f-6dcfbb89f038,1171575c-dd12-412e-a49f-54613cdf14ef,2016-09-01T19:27:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424,completed
52901d66-baef-4c0a-8b0a-408d883575e2,c0989acc-466e-4107-9990-879c0a599f7f,2016-09-01T14:15:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1300,78,1378,completed
4c8b04f6-21e2-4d2a-8cf9-79fb6b9fb219,dd7021b7-00fa-43cb-a061-6f601d08380d,2016-09-01T07:00:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,700,42,742,completed
49d5d50b-a8bd-48ea-89a8-9b3a26314880,0551e79c-9e23-4566-8ae7-f3f82d3108f1,2016-09-01T13:43:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,2400,144,2544,completed
10a1b110-60f0-4ee6-ac1f-84df2d8296bd,7db5dfa7-a22a-4256-a935-6d66bc0bc58b,2016-09-01T08:04:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,500,30,530,completed
6e13e46c-d121-4b99-80c3-c0184e29aa6f,ed0eaab6-7120-4997-a4cd-a2e3f2175075,2016-09-01T16:19:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1700,102,1802,completed
a9c8716d-53b5-4cfe-8249-3d8a2614c035,3dd5e6a2-b23b-4ee5-b866-34d2e0a1cd88,2016-09-01T07:27:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636,completed
525ceb17-ac54-4205-84b4-22f0f0f086c7,850a8d12-72ae-40a5-a31b-f36a4477b4b0,2016-09-01T08:20:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,500,30,530,completed
a1d066a5-cb85-4ace-9f1d-7f195f61f1bd,c93c6590-67d9-4158-aa3c-56b31e7fa654,2016-09-01T08:07:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424,completed
042a7f24-c79e-41eb-89bf-bb37ce90603a,db0d9043-952a-495e-8608-815fdef24bb9,2016-09-01T07:49:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424,completed
092b4453-0df9-4054-94aa-3c08d0deda7f,13b40b8c-ccde-403f-bd97-e6059d0b457c,2016-09-01T09:43:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,2400,144,2544,completed
a9296376-345a-4c19-9357-f2634e5e4b51,6d40ab23-e87a-415a-8bb6-ad0748a3142e,2016-09-01T16:23:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1800,108,1907,completed
d79dddb0-5075-4d80-ad28-706923567af6,29a9dfd0-5ff8-4fdb-a3d5-d7a3928e5f00,2016-09-01T08:01:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,500,30,530,completed
3a0a9efd-1d10-4ab9-89bf-b0b2bd8efeed,cec6d6a6-2407-495a-92fb-218b3471cf04,2016-09-01T08:04:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424,completed
1d3fd6c7-66ec-4b99-8a90-fa4953cddcdf,dcfbe751-f532-4901-9574-56e490212f8d,2016-09-01T15:46:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1600,96,1696,completed
57124c61-b5eb-421f-86b2-2bab5ea56a65,4a9e92bc-8469-40b1-b4d6-def136563a54,2016-09-01T12:58:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424,completed
b45ffb8b-9ed5-44ad-adc2-18d46506face,dacf3f99-3805-4ac8-8ca0-aea33a8990cc,2016-09-01T07:47:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,700,42,742,completed
781503dd-5acd-48c8-b394-93cc7fb95678,ee77f7ea-85a5-4ebc-8211-362592fb73d9,2016-09-01T08:15:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,700,42,742,completed
28094733-f90c-4f95-864b-a9c90af23ed3,eb8a5b36-47a8-47ca-9c1b-6417cf79f4b2,2016-09-01T07:58:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424,completed
767b4a35-55f1-4b24-a9f7-38c8064be5be,7cd5e7f3-39c8-48ce-950a-1b70449e7829,2016-09-02T12:34:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,700,42,742,completed
b8c42c16-bd02-4694-a592-14bbfef2b841,dd3b89f6-3929-46fc-91cb-d62cee594688,2016-09-02T07:36:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,500,30,530,completed
3fd459b3-d5a7-4dfd-9589-cb15217c3e10,026f0a0c-400a-4482-a51f-c8bd57fb07df,2016-09-02T18:29:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1700,102,1802,completed
85353d8a-67c6-486f-a997-927b73113895,7c76af9c-d5fd-460e-82d9-5a7b2a4a118b,2016-09-02T09:15:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636,completed
66b5355a-2570-43c0-918a-9b70542abfe4,197ce683-0876-41d9-b9b1-c95541abcff9,2016-09-02T08:22:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,500,30,530,completed
4d00d155-9ce5-464d-9364-353be9f9ad82,ac22e00c-bce7-4bcb-b15c-bd247a90d81f,2016-09-02T07:44:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,500,30,530,completed
57848009-19c9-4c1c-89f8-ba3d6987a36d,5498fa51-5a08-411e-a034-3148ad7c5716,2016-09-02T18:41:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,700,42,742,completed
038a298f-d374-40cb-977e-53671d6e0745,b9b25607-9aa6-407b-a217-ca3a6ac85ee0,2016-09-02T07:18:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,700,42,742,completed
12bff4ef-1f08-456b-ba9b-5686d08efd72,d1747387-f31d-48d2-822b-699d6eb93a2b,2016-09-02T08:55:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636,completed
5a7b0093-31c0-452f-83b8-8bd4ec4fa4e6,6fb49b2f-4596-4be6-add0-f39f914cbd7f,2016-09-02T08:23:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636,completed
ff009402-2ad6-41c6-9578-8d6c4ae4ca96,aadf86e7-5ffa-459c-b0c6-39c2f2dcc137,2016-09-02T08:17:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,3900,234,4134,return_pending
4b60c842-2773-40f1-8be1-93c36df2b587,ca15efb7-c4fa-42f4-8445-ab1d8c7193cd,2016-09-02T08:44:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636,return_pending
f5423882-6b38-43d8-86d5-40c06702458c,907024d1-9f03-490a-a92f-686ea99c55f2,2016-09-02T07:45:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1100,65,1166,return_pending
6ea80f28-f708-461b-b837-31f66e306a81,b16ff5a4-7808-4246-9b12-b0e4b37be33d,2016-09-02T08:39:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1000,60,1060,return_pending
603b895a-0bd7-4756-94b4-7b017b0aeba1,9bb9e572-d84b-4150-9ae3-6c40a9db726e,2016-09-02T11:33:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,4200,252,4452,return_pending
529693b6-75a0-458b-ae4e-7d7f1283be30,30169b50-82a4-4785-bafd-3ea0a7813812,2016-09-02T13:59:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1600,96,1696,return_pending
94682395-bfcf-4413-983b-ee3dd36d3c92,545b7872-c4e0-4687-8b2f-1d13c03ca2ab,2016-09-02T08:54:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,500,30,530,return_pending
99158efe-36b2-4871-a67d-c9edbebc13ec,e3afd136-901c-4557-ad38-9721b1da3d6d,2016-09-02T07:42:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636,return_pending
19f198e5-ff27-45de-997b-7458b333f1ee,1d50c253-2f19-4217-8a39-63a9285e8d81,2016-09-02T12:19:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,700,42,742,return_pending
b2893a42-8402-47e0-a0c4-49c76dff21a7,8b7f9b7f-90b6-4887-88f8-0e198a9b007d,2016-09-02T08:15:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,500,30,530,return_pending
9ae06e3b-b2c6-4fe6-8530-8b5e966a52c4,f854ccd7-c344-4dcb-be1f-5155b203260d,2016-09-02T11:28:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,3900,234,4134,return_pending
34c523b7-8575-4a6a-8177-61b7e151024f,89e063d4-d84b-436d-a7ae-826f80d9d013,2016-09-02T09:04:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636,return_pending
38f566b2-5691-440f-bdc9-bf7da5cc3753,b52d2130-df67-4e8a-b021-35b336e77cab,2016-09-02T10:12:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,700,42,742,return_pending
0c40e986-e343-4ee5-83dd-d268fa95fe4b,c074e00d-755a-4ee3-9efb-9d6786b9517e,2016-09-02T08:15:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,500,30,530,return_pending
e25b685e-d266-4689-9ee5-ecb8896d4a45,e522c479-a277-4f1f-a522-07b64aeb54a7,2016-09-02T12:07:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1800,108,1907,return_pending
78cabcc3-08d7-48bb-b064-936bfa80fb6c,e2fdd593-6e2b-44b9-900f-4ce6059f0e7d,2016-09-02T13:54:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,3600,216,3815,return_pending
357cbd18-e052-4457-a96b-9409e1e9b367,ab7dbeec-fce2-4391-ae75-05274a0e7e75,2016-09-02T15:29:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636,return_pending
c0fd3a7c-440b-44e2-91c3-84b63f818b7c,d7093e25-a54d-4730-8fcf-0258e220b078,2016-09-02T13:14:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424,return_pending
bbb19a61-563d-43b1-a017-749369d3daac,14cf5ae6-46f6-4727-8b31-099c771e67e7,2016-09-02T08:35:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636,return_pending
9b3acf39-58d9-4332-8fd2-40e9bb6ea582,9f0be1ee-2d27-495e-b63e-6ef23b4f8f40,2016-09-02T07:50:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,500,30,530,return_pending
ada68063-6c6a-4ba7-a911-47dd5b4664bc,b028022d-60ff-416a-9106-f3e73dac72d2,2016-09-02T07:59:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424,return_pending
7b3617cf-4c94-4c82-93d5-cab59ee21c0d,c0989acc-466e-4107-9990-879c0a599f7f,2016-09-02T09:14:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,3100,186,3286,return_pending
56e69826-b55b-4cd1-b418-69717a88e101,4d527a26-b379-4f9c-89fa-22b86436e52a,2016-09-02T13:05:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,500,30,530,return_pending
6a373cab-6fb6-4d90-8a7f-639d20a0008c,dd7021b7-00fa-43cb-a061-6f601d08380d,2016-09-02T07:58:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636,return_pending
96eef7cd-7682-4205-881b-e802f6b24d51,c0822f00-24dd-4196-95f9-6192ea457af3,2016-09-02T17:53:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,2300,138,2438,return_pending
8677dbde-b8b5-4992-9f91-7bc01657625e,4cd349ff-2024-402e-873f-ae58b4d09deb,2016-09-02T10:35:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,2400,144,2544,return_pending
c5050f06-ed3b-4ec8-a4e2-fa0adc907b2f,0551e79c-9e23-4566-8ae7-f3f82d3108f1,2016-09-02T08:24:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,3500,210,3710,return_pending
f470c9b1-e7db-4bae-a531-a628ff94a705,bcfca76e-53b3-4d76-8706-1e010a91cafc,2016-09-02T11:50:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636,return_pending
108ca038-e2f5-4c38-82f1-0445ae7a6cef,7db5dfa7-a22a-4256-a935-6d66bc0bc58b,2016-09-02T07:56:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636,return_pending
80658502-524a-4052-986c-a86822ba2ef5,13735417-429d-44da-a3ca-31d912820071,2016-09-02T12:11:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1600,96,1696,return_pending
4466aff2-c7ae-450b-b1ab-3c541b0dce04,3dd5e6a2-b23b-4ee5-b866-34d2e0a1cd88,2016-09-02T07:33:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424,return_pending
9be286a3-cc92-4869-9181-83ef526cfec1,c93c6590-67d9-4158-aa3c-56b31e7fa654,2016-09-02T07:41:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636,return_pending
3a18e495-b54c-40d3-a73c-143cbdc89f10,db0d9043-952a-495e-8608-815fdef24bb9,2016-09-02T07:33:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636,return_pending
3430a841-943f-47b7-bdd7-6288af298254,b57e8de6-9ffe-4318-8d96-ed66f6f29452,2016-09-02T09:16:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636,return_pending
7fde05ce-da1a-4537-8ba0-b836dff6041b,13b40b8c-ccde-403f-bd97-e6059d0b457c,2016-09-02T12:49:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,3900,234,4134,return_pending
a97a740d-e333-45dc-a617-0d2f29dc1d0e,cec6d6a6-2407-495a-92fb-218b3471cf04,2016-09-02T07:22:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,700,42,742,return_pending
dcde86ac-fb55-4114-aee5-245705baca16,ee77f7ea-85a5-4ebc-8211-362592fb73d9,2016-09-02T08:19:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636,return_pending
a1d9f083-510a-474e-bf7d-4302310a7188,eb8a5b36-47a8-47ca-9c1b-6417cf79f4b2,2016-09-02T08:01:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636,shipped
1640ec54-2580-4bae-bf3b-0399bf1f46c3,58f1f390-bbbd-4dc0-8ba3-e22150dd49a5,2016-09-03T10:59:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,6800,408,7208,shipped
c42fe359-055e-4208-80d8-04b5f6ed1ea0,a40cca2b-cb31-42ad-8158-39b67128d0e4,2016-09-03T09:23:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424,shipped
11225ae3-7bc0-4952-8895-ebece7e53ab4,99f1a605-b7a8-445f-ba72-52d309e7078d,2016-09-03T11:02:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,0,0,0,shipped
e21313b1-1736-4985-a05d-51aefda3fcbe,76d5dbd2-cdf5-44f9-8cd3-7f23192b5af8,2016-09-03T12:28:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,2900,174,3074,shipped
af47ffd9-9231-497f-b547-a1ef8fe03844,312da57f-7410-41f0-b429-91b48047edc3,2016-09-03T08:13:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,5400,324,5724,shipped
b7aab71a-1c46-45d1-898d-fda29e45a62e,9f1db337-fe9e-4df0-bd1b-b416b7664ed4,2016-09-03T12:34:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636,shipped
54935c50-7975-422d-be60-db78d5dbc3a1,b16ff5a4-7808-4246-9b12-b0e4b37be33d,2016-09-03T09:34:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1400,84,1484,shipped
d764cce3-0bfa-45b5-a1e0-e1e6398bcf2d,2dc6f7be-df65-457f-b47f-f858ff7d59ba,2016-09-03T12:43:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,2900,174,3074,shipped
231aa046-77c9-46a2-ab14-cf72eecce863,0a5516f7-0a39-4fce-8e3c-97fd82d48389,2016-09-03T12:06:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,3900,234,4134,shipped
6f3b7cba-f96b-43bb-bd7c-3d6066684c93,3062db39-de89-445f-b2d6-286f18889e03,2016-09-03T13:59:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,6700,401,7102,shipped
4ca409ce-7856-42fa-a520-4c1e7541de0d,1b3b33c7-3982-45e0-a2fa-9e33ee3b8948,2016-09-03T12:52:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,8600,516,9116,shipped
dbed80a8-3d04-44e4-b1cb-c919a5874985,4cd349ff-2024-402e-873f-ae58b4d09deb,2016-09-03T11:26:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,2000,120,2120,shipped
92059542-f398-490d-a893-b5effac5a77a,053a890c-690a-4e3c-8e32-e5fc28b63d61,2016-09-03T11:14:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1700,102,1802,shipped
43b8a915-c26a-4830-aa68-0c288e525bd4,a050572b-cd8e-4453-a550-b66b82677239,2016-09-04T10:49:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1600,96,1696,shipped
ab9442f9-fb79-4018-866b-ff7b7db1bb02,aadf86e7-5ffa-459c-b0c6-39c2f2dcc137,2016-09-04T13:51:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,2400,144,2544,shipped
242b6403-605d-47cc-9fb8-21f26f77d140,312da57f-7410-41f0-b429-91b48047edc3,2016-09-04T10:31:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,5600,336,5936,shipped
5e0179b5-3a8e-49ee-8759-ce9e4f0fccfa,2dc6f7be-df65-457f-b47f-f858ff7d59ba,2016-09-04T12:39:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,3000,179,3180,shipped
7d062952-fdb9-4587-877e-446f96217e59,3e061362-3089-4225-b440-a1e21ca9c640,2016-09-04T10:23:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,7100,426,7526,shipped
914c5de8-7ee9-4e01-aa0c-bc749c0acaf2,f854ccd7-c344-4dcb-be1f-5155b203260d,2016-09-04T11:50:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,3200,192,3392,shipped
54b280c4-f733-45d1-9d1e-2dd0fc71fb7b,e522c479-a277-4f1f-a522-07b64aeb54a7,2016-09-04T13:53:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1200,72,1272,shipped
e5bb53b5-cb31-45b7-adf6-7dc06f4f796b,3062db39-de89-445f-b2d6-286f18889e03,2016-09-04T09:20:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,6500,390,6890,shipped
f2884622-f0d0-4169-b562-9af89d893b4e,57e67f54-8b7b-46a4-9f46-4e8eec5c850f,2016-09-04T13:20:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424,shipped
382678e9-9d13-412f-883d-f1fabc05a5a2,ec5336c1-c2be-4b19-bf92-e56b5cf4058c,2016-09-04T09:34:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,2900,174,3074,shipped
6cc07f6d-dcaf-449c-8de2-13bbb3dd82aa,0551e79c-9e23-4566-8ae7-f3f82d3108f1,2016-09-04T13:28:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,3400,204,3604,shipped
3a2a77f2-daca-4fdc-ab88-88064e2c0a3e,141ef4eb-16c8-4cd2-bf56-c27041992abb,2016-09-04T10:04:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,6700,401,7102,shipped
63a4b9b1-a87e-4d03-be8c-5fa3f0948a6f,13735417-429d-44da-a3ca-31d912820071,2016-09-04T12:19:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,2800,168,2968,shipped
6a97910d-9b46-4e73-bab6-a1432c9e5771,6a0a2dbe-bc63-4254-8f1b-b07e54cfe560,2016-09-04T12:19:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1800,108,1907,shipped
412ad670-dff1-4a94-9335-71788442a928,053a890c-690a-4e3c-8e32-e5fc28b63d61,2016-09-04T08:27:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1600,96,1696,shipped
b9524efb-398d-43fc-9ddf-978d9305c267,dbafe507-fda2-48b3-ac00-a14c080210a2,2016-09-05T08:13:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424,shipped
49b6b20e-72cc-4de1-b4d0-4b3e09fe52e4,026f0a0c-400a-4482-a51f-c8bd57fb07df,2016-09-05T08:32:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,1000,60,1060,shipped
3f5c8eb3-54b4-4c64-ba47-26120f147b13,7c76af9c-d5fd-460e-82d9-5a7b2a4a118b,2016-09-05T08:05:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,700,42,742,completed
a1ad9022-dc0b-4f63-b27e-5c8cce768a73,ac22e00c-bce7-4bcb-b15c-bd247a90d81f,2016-09-05T08:01:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,600,36,636,completed
06c06573-060b-4c50-9a29-58afc5017b6b,478cbaf5-21f9-444a-b6ee-145c902181b7,2016-09-05T08:38:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424,completed
09361ded-8087-4b3e-9ac6-0aac66499c03,3cb4b879-5cc0-40ec-86f7-8bf407b328c8,2016-09-05T14:48:00,7f790ed7-0fc4-4de2-a1b0-cce72e657fc4,400,24,424,completed
